Year,Country,Sex,Activity,Type,Fatal
1967,South Africa,F,,Invalid,Y
1967,Mexico,Unkown,Swimming,Unprovoked,Y
1967,USA,M,Standing on sandbar,Unprovoked,N
1967,Tonga,M,Swimming,Unprovoked,N
1967,USA,M,Boat capsized between O'ahu & Molokai,Invalid,Y
1967,Italy,M,Scuba diving,Provoked,N
1967,Papua New Guinea,Unkown,Diving,Provoked,UNKNOWN
1967,USA,Unkown,Spearfishing,Unprovoked,N
1967,Papua New Guinea,M,Spearfishing,Unprovoked,Y
1967,Papua New Guinea,M,Spearfishing,Unprovoked,Y
1967,USA,M,Pulling shark from the water,Provoked,N
1967,Japan,M,,Unprovoked,Y
1967,Italy,M,Spearfishing on Scuba,Unprovoked,N
1967,Australia,M,"Spearfishing, dived to pick up a float line",Unprovoked,Y
1967,Bermuda,F,Floating,Unprovoked,N
1967,Columbia,M,,Unprovoked,N
1967,Australia,M,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),Invalid,Y
1967,USA,M,Spearfishing,Unprovoked,N
1967,Bahamas,M,Photographing sharks underwater using Scuba,Unprovoked,N
1967,Senegal,M,Beach seine netting,Unprovoked,N
1967,USA,M,Snorkeling,Unprovoked,N
1967,Turkey,M,Spearfishing,Unprovoked,Y
1967,USA,M,Surfing,Invalid,N
1967,USA,M,Spearfishing,Provoked,N
1967,Italy,M,Fishing boat,Provoked,N
1967,Australia,M,,Provoked,N
1967,Australia,M,Feeding a shark,Provoked,N
1967,United Kingdom,M,Fishing,Provoked,N
1967,New Zealand,M,Freediving,Provoked,N
1967,South Africa,M,Spearfishing,Unprovoked,N
1967,Australia,M,Spearfishing,Provoked,N
1967,Australia,Unkown,Vehicle plunged over cliff into the water,Invalid,Y
1967,New Zealand,M,Lifesaving drill,Unprovoked,Y
1967,Papua New Guinea,M,,Unprovoked,N
1967,Mexico,M,The shrimper Loless Maurine capsized in heavy seas & the men were swimming ashore  ,Sea Disaster,Y
1967,South Africa,Unkown,Fishing for rock lobster,Boat,N
1967,South Africa,M,Spearfishing Competition,Provoked,N
1967,Mozambique,M,Swimming in the channel,Unprovoked,N
1967,Australia,M,Splashing,Provoked,N
1966,Australia,M,Fishing,Unprovoked,N
1966,Australia,M,Spearfishing,Provoked,N
1966,Australia,M,Spearfishing,Unprovoked,N
1966,Singapore,M,Wading,Unprovoked,N
1966,Australia,M,Spearfishing,Unprovoked,N
1966,Thailand,Unkown,,Unprovoked,UNKNOWN
1966,Papua New Guinea,F,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,Unprovoked,Y
1966,Papua New Guinea,F,Swimming,Unprovoked,Y
1966,Papua New Guinea,F,Bathing,Unprovoked,Y
1966,Australia,M,"Free diving, carrying speargun",Unprovoked,N
1966,USA,M,Fishing,Provoked,N
1966,Australia,M,Spearfishing,Invalid,N
1966,Australia,M,Spearfishing,Provoked,UNKNOWN
1966,Australia,M,Spearfishing,Unprovoked,N
1966,USA,M,Hunting crayfish ,Provoked,N
1966,Bahamas,M,Diving / UW photography,Invalid,N
1966,Australia,M,,Boat,N
1966,South Africa,M,Netting sharks,Invalid,N
1966,Bahamas,F,Snorkeling,Unprovoked,N
1966,New Britain,F,Swimming,Unprovoked,Y
1966,New Britain,F,Diving into water,Unprovoked,Y
1966,Croatia,M,Swimming,Unprovoked,Y
1966,Taiwan,M,Lobster diving using Scuba,Unprovoked,N
1966,Italy,M,Attacked shark with fists,Unprovoked,N
1966,USA,M,Spearfishing on Scuba,Invalid,N
1966,USA,M,Wading,Unprovoked,N
1966,USA,M,Diving for sand dollars,Unprovoked,N
1966,USA,M,Killing a shark,Provoked,N
1966,USA,M,Fishing,Unprovoked,N
1966,Taiwan,M,Swimming,Unprovoked,Y
1966,Papua New Guinea,F,Swimming,Unprovoked,Y
1966,USA,M,Free diving,Invalid,N
1966,Caribbean Sea,Unkown,,Boat,N
1966,USA,M,Clamming,Provoked,N
1966,USA,M,Fishing,Provoked,N
1966,USA,M,Swimming,Unprovoked,N
1966,French Polynesia,M,Fishing,Provoked,N
1966,Australia,M,Sinking of the dredge World Atlas,Sea Disaster,Y
1966,Australia,M,Fishing,Unprovoked,N
1966,Australia,M,Shipwreck,Sea Disaster,Y
1966,USA,M,Spearfishing / Scuba diving,Invalid,N
1966,Philippines,M,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,Sea Disaster,Y
1966,USA,M,Swimming,Unprovoked,N
1966,Australia,M,Overturned skiff,Sea Disaster,N
1966,Australia,Unkown,Fishing (big game),Provoked,N
1966,Sudan,M,"The World Liberty and the tanker Mosli collided. The  Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",Sea Disaster,Y
1966,Australia,M,Treading water,Unprovoked,N
1966,South Africa,M,Helping men land a shark,Provoked,N
1966,Indonesia,Unkown,wreck of the State Oil Company ship Permina,Sea Disaster,Y
1966,USA,M,Free diving / spearfishing (resting on the surface),Unprovoked,N
1966,Australia,M,Spearfishing,Unprovoked,N
1966,Columbia,Unkown,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,Sea Disaster,Y
1966,South Africa,M,Standing,Unprovoked,N
1966,Australia,M,Jumped into the water,Unprovoked,N
1966,South Africa,M,Body surfing,Unprovoked,N
1966,New Zealand,F,Body surfing ,Unprovoked,Y
1966,USA,M,Swimming,Unprovoked,N
1966,USA,F,Walking,Invalid,N
1965,Australia,M,"Spearfishing, but standing in knee-deep water",Unprovoked,N
1965,Johnston Island,M,Freediving,Unprovoked,N
1965,Australia,Unkown,Fishing,Boat,N
1965,Australia,M,Fishing from 34' boat when pulled overboard by hooked shark,Provoked,Y
1965,Pacific Ocean,M,"Hauling dead shark aboard, when another shark leapt out of the water & bit him",Unprovoked,N
1965,Panama,Unkown,Argentine Air Force C-54,Invalid,Y
1965,Australia,M,Surfing,Unprovoked,N
1965,Nan,M,The boat Caribou II sank,Unprovoked,N
1965,Bahamas,M,Sunbathing on beach when he saw child being attacked by the shark,Unprovoked,N
1965,Bahamas,F,Playing in the water,Unprovoked,Y
1965,New Britain,M,"Spearfishing, shot a turtle",Unprovoked,Y
1965,Papua New Guinea,M,Wading,Unprovoked,N
1965,Papua New Guinea,M,Spearing fish,Provoked,N
1965,Mexico,M,,Unprovoked,N
1965,USA,M,Swimming,Unprovoked,N
1965,Bahamas,M,Attempting to anesthetize shark,Provoked,N
1965,Mexico,M,Bathing,Unprovoked,Y
1965,Bermuda,Unkown,,Boat,N
1965,USA,M,Wading,Invalid,N
1965,USA,M,"Diving, retrieving film package from Titan 3C rocket",Invalid,N
1965,Mexico,M,Swimming,Unprovoked,N
1965,Papua New Guinea,M,Spearfishing,Unprovoked,N
1965,South Pacific Ocean,M,Treading water,Unprovoked,Y
1965,Mexico,M,Swimming,Unprovoked,Y
1965,Mexico,M,Swimming,Unprovoked,Y
1965,Egypt,M,Standing,Unprovoked,N
1965,Jamaica,M,Diving,Unprovoked,N
1965,Mexico,M,Swimming,Unprovoked,N
1965,USA,M,,Unprovoked,N
1965,USA,M,Surfing,Invalid,Y
1965,USA,M,Spearfishing,Unprovoked,N
1965,Palau,M,Walking on reef,Unprovoked,N
1965,USA,M,Paddling on surfboard,Unprovoked,N
1965,USA,M,Aircraft exploded,Invalid,N
1965,USA,M,Free diving,Unprovoked,N
1965,South Africa,M,Treading water,Unprovoked,N
1965,USA,M,Scuba diving,Unprovoked,N
1965,USA,M,Motor boat Rebel Belle lost,Invalid,Y
1965,South Africa,M,Paddling rescue ski,Unprovoked,N
1965,South Africa,M,Body surfing,Unprovoked,N
1965,Australia,M,Swimming,Unprovoked,N
1965,New Guinea,M,Free diving,Unprovoked,Y
1965,USA,M,Dangling feet in the water,Unprovoked,N
1965,USA,M,Surfing,Provoked,N
1965,USA,M,Collecting marine specimens,Provoked,N
1965,Red Sea,M,Standing in waist-deep water,Unprovoked,N
1965,Egypt,M,"Spearfishing, but standing in the water",Unprovoked,N
1965,Vanuatu,M,,Unprovoked,Y
1965,South Africa,Unkown,Bather,Invalid,UNKNOWN
1964,South Africa,M,Swimming,Unprovoked,N
1964,Papua New Guinea,M,,Unprovoked,N
1964,Australia,Unkown,Fishing,Boat,N
1964,Papua New Guinea,M,"Canoe swamped, swimming back to canoe",Unprovoked,N
1964,Kenya,M,Fishing with hand line tied to wrist & was pulled into the water,Unprovoked,Y
1964,Australia,M,Free diving with seals,Unprovoked,N
1964,Australia,M,Swimming out to rescue swimmers in difficulty,Unprovoked,Y
1964,Australia,M,"Filming underwater, carrying powerhead",Provoked,N
1964,USA,Unkown,Longline fishing,Boat,N
1964,South Africa,M,Surf fishing,Provoked,N
1964,USA,Unkown,Boat Miss Becky  sank 12 miles from shore,Invalid,N
1964,Australia,M,"Surfing, but swimming to his board",Unprovoked,N
1964,Taiwan,M,Swimming,Unprovoked,Y
1964,Taiwan,M,Swimming,Unprovoked,N
1964,USA,M,Swimming,Unprovoked,N
1964,Mexico,M,Floating on his back in an inner tube,Unprovoked,N
1964,USA,M,Spearfishing / free diving,Invalid,N
1964,USA,M,Swimming,Unprovoked,N
1964,USA,M,Spearfishing using scuba,Unprovoked,N
1964,Japan,M,Swimming,Unprovoked,N
1964,Panama,M,Free diving / Spearfishingat edge of reef,Unprovoked,N
1964,USA,M,,Provoked,N
1964,South Africa,M,Searching for remains of  Dr. Marais,Unprovoked,N
1964,USA,Unkown,"Yacht Gooney Bird foundered, 4 survivors on raft",Invalid,N
1964,South Africa,M,Spearfishing ,Invalid,Y
1964,USA,M,Tagging sharks,Provoked,N
1964,Papua New Guinea,M,Standing / fishing,Unprovoked,Y
1964,Papua New Guinea,Unkown,canoeing,Boat,N
1964,Bermuda,Unkown,Conducting a promotional film project for the Gemini space program (a practice astronaut recovery),Sea Disaster,Y
1964,USA,F,Attempting to swim across the Atlantic Ocean,Invalid,Y
1964,USA,Unkown,Fishing,Boat,N
1964,Papua New Guinea,M,Fishing,Boat,N
1964,Fiji,M,Spearfishing,Unprovoked,N
1964,South Africa,M,Swimming,Invalid,Y
1964,Panama,M,Standing,Unprovoked,N
1964,Fiji,M,Spearfishing,Unprovoked,Y
1964,Panama,M,Skin diving,Unprovoked,Y
1964,Papua New Guinea,M,Fishing,Unprovoked,Y
1964,Australia,M,Surfing,Unprovoked,N
1964,Papua New Guinea,M,"Canoe capsized with 10 occupants, 8 survived,  Hamilton swam off to seek help",Sea Disaster,Y
1964,USA,M,Skin diving ,Unprovoked,N
1964,Senegal,M,Free diving for shell,Unprovoked,N
1964,Fiji,Unkown,Fishing,Provoked,N
1964,New Caledonia,M,Diving for trochus shell,Unprovoked,Y
1964,Fiji,M,Spearfishing,Unprovoked,Y
1964,New Zealand,M,preparing to go skin diving,Unprovoked,N
1964,New Zealand,M,Spearfishing,Unprovoked,N
1964,South Africa,M,Body boarding,Unprovoked,N
1964,New Zealand,M,Lying in 2 feet of water,Unprovoked,N
1964,New Zealand,M,Swimming,Unprovoked,Y
1964,Australia,M,Swimming,Invalid,Y
1964,New Zealand,Unkown,Rowing,Boat,N
1964,USA,M,Floating,Unprovoked,N
1964,Costa Rica,M,Swimming,Unprovoked,Y
1964,Fiji,Unkown,Spearfishing,Unprovoked,Y
1964,South Africa,M,Body surfing,Unprovoked,N
1964,South Africa,M,Standing,Unprovoked,N
1964,South Africa,Unkown,Shark watching,Boat,N
1964,Australia,M,Freediving,Unprovoked,N
1964,USA,M,Spearfishing / Scuba diving (at surface),Unprovoked,N
1964,Papua New Guinea,M,Fishing,Unprovoked,Y
1964,Fiji,F,Swimming,Unprovoked,N
1964,Australia,Unkown,,Unprovoked,UNKNOWN
1964,South Africa,M,Diving for sinkers,Unprovoked,N
1964,New Zealand,M,Snorkeling,Invalid,N
1963,South Africa,F,Standing,Unprovoked,N
1963,South Africa,M,Swimming ,Unprovoked,N
1963,Australia,M,Sitting on gunwale of boat,Unprovoked,N
1963,South Africa,M,Swimming,Unprovoked,Y
1963,Atlantic Ocean,F,"Greek steamship Lakonia caught fire, 98 of her 646 passengers, and 30 of her crew of 376 perished",Invalid,Y
1963,South Africa,M,Helping friend land hooked shark,Provoked,N
1963,Australia,M,Fishing,Provoked,N
1963,South Africa,M,Spearfishing,Unprovoked,N
1963,South Africa,M,Splashing in surf,Unprovoked,Y
1963,Australia,M,Spearfishing,Unprovoked,N
1963,New Britain,M,Spearfishing,Unprovoked,Y
1963,New Zealand,M,Treading water while alongside capsized yacht,Unprovoked,N
1963,Papua New Guinea,F,Fishing / standing in waist deep water,Provoked,N
1963,Fiji,F,Fishing,Unprovoked,N
1963,Fiji,M,Spearing fish,Unprovoked,N
1963,Italy,M,Spearfishing,Unprovoked,N
1963,Australia,M,Catching sharks under government contract,Provoked,N
1963,USA,M,Testing anti-shark cage,Provoked,N
1963,Papua New Guinea,M,Wading,Unprovoked,N
1963,Palau,M,Fishing,Unprovoked,N
1963,USA,M,"Surf fishing, wading ",Unprovoked,N
1963,North Pacific Ocean,M,Fishing for sharks,Provoked,N
1963,Chile,M,Spearfishing / free diving,Unprovoked,Y
1963,USA,Unkown,"Commercial fishing vessel, Ev-nn, struck object & sank. Ken Crosby and  Jame & Ann Dumas adrift on makeshift raft.",Invalid,Y
1963,Solomon Islands,M,Spearing fish,Unprovoked,Y
1963,Australia,M,Surfing,Provoked,N
1963,USA,M,"Spearfishing, pulled shark�s tail",Provoked,N
1963,Dominican Republic,M,"Swimming, when caught in heavy seas",Unprovoked,Y
1963,Federated States Of Micronesia,M,Spearfishing,Unprovoked,N
1963,USA,M,Bathing,Unprovoked,N
1963,USA,M,"Fishing, on charter boat Silver Dollar",Provoked,N
1963,Jamaica,Unkown,63' fishing boat Sno' Bay foundered,Sea Disaster,Y
1963,Panama,M,"Seining for bait, standing in chest-deep water",Unprovoked,Y
1963,Greece,F,Swimming,Unprovoked,Y
1963,Papua New Guinea,M,Fishing,Provoked,N
1963,USA,M,Swimming,Invalid,N
1963,Philippines,Unkown,"Boat, with 42 passengers onboard, capsized in rough seas",Sea Disaster,Y
1963,Australia,M,Fishing,Provoked,N
1963,USA,M,Swimming,Unprovoked,Y
1963,South Africa,M,Swimming,Unprovoked,N
1963,Australia,M,"Surfing on ""chest board"" (boogie board?)",Unprovoked,N
1963,USA,M,Surfing ,Unprovoked,N
1963,USA,M,Washed into sea while picking opihi,Invalid,Y
1963,Solomon Islands,M,The 500-ton coastal trader Polurrian foundered ,Sea Disaster,Y
1963,Papua New Guinea,M,Swimming,Unprovoked,N
1963,Australia,M,Spearfishing,Unprovoked,N
1963,Fiji,M,Spearfishing,Unprovoked,N
1963,Mauritius,M,,Unprovoked,N
1963,USA,M,"S.S. Marine Sulphur Queen, laden with molten sulphur was bound from Beaumont, Texas for Norfolk, VA, when she disappeared with 39 on board",Invalid,Y
1963,Fiji,M,Freediving,Unprovoked,N
1963,Australia,F,Wading,Unprovoked,Y
1963,Australia,M,Swimming,Invalid,Y
1963,South Africa,Unkown,Fishing ,Boat,N
1963,New Zealand,Unkown,Fishing,Provoked,N
1963,South Africa,M,Fishing,Provoked,N
1963,South Africa,M,"Free diving, hunting crayfish",Unprovoked,N
1963,South Africa,M,Spearfishing,Unprovoked,N
1963,Australia,Unkown,Shark fishing,Provoked,N
1963,Mozambique,Unkown,,Boat,N
1963,Fiji,Unkown,,Unprovoked,UNKNOWN
1963,Seychelles,M,Fishing for turtles,Unprovoked,Y
1962,South Africa,M,Scuba diving,Provoked,N
1962,Australia,M,Spearfishing,Unprovoked,Y
1962,South Africa,Unkown,Fishing,Boat,N
1962,Australia,M,"Spearfishing, Scuba diving",Unprovoked,N
1962,Australia,M,,Invalid,Y
1962,USA,M,Spearfishing / Scuba diving (at surface),Unprovoked,N
1962,Australia,Unkown,Fishing,Boat,N
1962,Mid Atlantic Ocean,M,Abandoning burning ship Captain George in raging seas,Sea Disaster,N
1962,South Africa,M,Spearfishing,Unprovoked,N
1962,Mexico,M,Wading,Unprovoked,Y
1962,Admiralty Islands,M,,Unprovoked,N
1962,Australia,M,Adrift after wave swamped engine,Boat,N
1962,USA,F,"Overcome by CO fumes, fell overboard from 36' fishing cruiser & prop slashed arm",Invalid,N
1962,Panama,M,Sitting in shallows,Unprovoked,Y
1962,British West Indies,M,Spearfishing,Unprovoked,N
1962,Mexico,M,Swimming,Unprovoked,N
1962,South Atlantic Ocean,M,"When  a deckhand  jumped overboard, McIver dived after him with a rescue line.",Unprovoked,Y
1962,Italy,M,Spearfishing with Scuba gear,Unprovoked,Y
1962,Israel,M,Fishing,Provoked,UNKNOWN
1962,Turkey,M,,Boat,N
1962,Papua New Guinea,M,Fishing,Provoked,N
1962,USA,M,Diving for abalone,Provoked,N
1962,USA,Unkown,,Boat,N
1962,South Africa,Unkown,Fishing,Boat,N
1962,USA,M,Surf fishing in waist-deep water,Unprovoked,Y
1962,USA,M,Standing,Unprovoked,N
1962,Papua New Guinea,M,Spearfishing,Unprovoked,Y
1962,Italy,M,Diving,Unprovoked,N
1962,Senegal,M,Beach seine netting,Unprovoked,N
1962,USA,M,Standing,Unprovoked,N
1962,Madagascar,M,Finning the shark,Provoked,N
1962,USA,M,Fishing for albacore,Provoked,N
1962,USA,M,Playing in surf with his child  (9),Unprovoked,N
1962,USA,M,Dived from inner-tube,Unprovoked,N
1962,Greece,Unkown,,Invalid,N
1962,USA,M,U.S. Airforce crewman reported missing after bailing out of jet,Invalid,Y
1962,South Africa,Unkown,"On a ""shark hunt""",Boat,N
1962,USA,M,Rolled off raft,Unprovoked,N
1962,USA,M,Escaping from Alacatraz,Unprovoked,N
1962,USA,M,Escaping from Alacatraz,Unprovoked,Y
1962,USA,M,Escaping from Alacatraz,Unprovoked,Y
1962,Papua New Guinea,M,Washing,Unprovoked,Y
1962,USA,M,Standing,Unprovoked,N
1962,Australia,Unkown,Fishing,Boat,N
1962,USA,M,"Scuba diving, attempting to catch a captive shark",Provoked,N
1962,USA,M,Free diving,Unprovoked,N
1962,USA,M,,Unprovoked,N
1962,USA,Unkown,25-foot cabin cruiser Happy Jack sank in heavy seas,Sea Disaster,Y
1962,Fiji,Unkown,Fishing,Boat,N
1962,Australia,Unkown,Fishing,Provoked,N
1962,Mozambique,M,Swimming,Unprovoked,N
1962,South Africa,M,Wading,Unprovoked,N
1962,South Africa,Unkown,Fishing,Provoked,N
1962,New Zealand,M,,Provoked,N
1962,Australia,Unkown,Fishing & spearfishing,Boat,N
1962,Papua New Guinea,M,Swimming,Unprovoked,Y
1962,Papua New Guinea,M,Swimming along a row of nets,Unprovoked,N
1962,New Zealand,M,Swimming,Provoked,N
1962,Australia,M,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,Unprovoked,N
1962,South Africa,M,Swimming,Unprovoked,Y
1962,South Africa,M,Treading water,Unprovoked,Y
1962,Australia,M,Swimming,Unprovoked,N
1962,New Zealand,Unkown,Fishing,Boat,UNKNOWN
1962,Solomon Islands,M,Swimming outside fishing net,Unprovoked,Y
1962,New Zealand,M,Splashing ,Unprovoked,N
1962,Mozambique,M,,Unprovoked,UNKNOWN
1962,Australia,M,Spearfishing,Provoked,N
1962,South Africa,M,"Fishing, slipped on rocks & fell into sea",Invalid,Y
1962,New Zealand,Unkown,Fishing,Provoked,N
1962,New Zealand,M,Spearfishing,Unprovoked,N
1962,USA,M,Spearfishing / Scuba diving (at surface),Unprovoked,N
1962,Australia,Unkown,Spearfishing,Provoked,N
1962,Australia,M,Surfing,Unprovoked,N
1962,Australia,Unkown,Fishing,Boat,N
1962,Papua New Guinea,M,Spearfishing,Unprovoked,N
1962,New Zealand,F,Surf fishing,Unprovoked,N
1962,Australia,Unkown,Fishing for sharks,Boat,N
1962,Australia,M,Swimming,Invalid,Y
1962,Australia,Unkown,Rowing,Provoked,N
1962,Australia,Unkown,Surfing,Unprovoked,N
1962,South Africa,Unkown,Fishing,Boat,N
1962,Australia,Unkown,Fishing,Provoked,N
1962,Marshall Islands,M,Fishing with hand net in 2' of water,Unprovoked,N
1962,Spain,F,Dangling feet in the water,Unprovoked,N
1962,Indonesia,Unkown,,Unprovoked,Y
1962,Australia,M,Diving,Unprovoked,N
1961,Australia,F,Standing,Unprovoked,Y
1961,Australia,M,Standing,Unprovoked,N
1961,South Africa,M,Treading water,Unprovoked,N
1961,Australia,M,Spearfishing,Provoked,N
1961,Australia,Unkown,"Fishing, hauling in a 5-lb snapper",Boat,N
1961,Mozambique,M,Bathing,Unprovoked,N
1961,Australia,M,"Surfing, pushing board ashore",Unprovoked,Y
1961,Australia,M,Swimming with other crew near wharf,Unprovoked,N
1961,Mexico,Unkown,,Invalid,Y
1961,Philippines,M,Gathering shells,Unprovoked,N
1961,USA,M,Swimming,Invalid,Y
1961,Vanuatu,M,Paddling outrigger canoe,Boat,N
1961,USA,M,,Unprovoked,Y
1961,USA,M,,Provoked,N
1961,Croatia,M,Swimming,Unprovoked,Y
1961,Tanzania,M,Fishing,Provoked,N
1961,Mid Atlantic Ocean,M,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",Unprovoked,N
1961,Persian Gulf,M,"Free diving, surveying a pipeline & examing cathodes under jetty",Unprovoked,N
1961,Italy,M,Fishing,Provoked,N
1961,Australia,Unkown,Attaching a line at sea,Invalid,Y
1961,USA,M,Swimming,Unprovoked,N
1961,USA,M,Wading,Unprovoked,N
1961,Bermuda,M,Spearfishing,Unprovoked,N
1961,USA,M,"Net fishing, picking catch from the net",Unprovoked,N
1961,Papua New Guinea,M,"Fishing, two large sharks passed. He speared one and it bit him",Provoked,N
1961,USA,M,Spearfishing,Provoked,N
1971,Turkey,M,Swimming,Unprovoked,N
1961,Australia,Unkown,Shark fishing,Provoked,N
1961,Italy,M,Spearfishing,Unprovoked,N
1961,Panama,M,Fishing (trolling)  from canoe,Provoked,Y
1961,USA,M,Scuba diving & spearfishing ,Unprovoked,Y
1961,USA,M,Standing,Unprovoked,N
1961,USA,M,Spearfishing on Scuba,Boat,N
1961,New Britain,M,Spearfishing,Unprovoked,N
1961,Papua New Guinea,M,"Fishing, speared shark upset canoe & man fell in water",Provoked,N
1961,USA,M,Free diving for abalone,Unprovoked,N
1961,New Britain,M,Collecting dynamited fish,Unprovoked,N
1961,USA,M,Walking in chest-deep water,Unprovoked,N
1961,Australia,M,Spearfishing,Provoked,N
1961,USA,M,Splashing ,Invalid,N
1961,Australia,M,Spearfishing,Provoked,N
1961,Mozambique,M,Swimming,Unprovoked,N
1961,South Africa,M,Diving,Provoked,N
1961,USA,M,Spearfishing,Unprovoked,N
1961,Australia,M,Spearfishing,Provoked,N
1961,Australia,M,"Checking fish traps, fell into the water",Unprovoked,N
1961,Mozambique,M,"Swimming, using bundles of sticks as raft",Unprovoked,Y
1961,Persian Gulf,Unkown,Cargo ship Dara sank after collision with another ship during a severe storm,Sea Disaster,Y
1961,Australia,M,Spearfishing,Unprovoked,N
1961,Australia,M,Spearfishing,Provoked,N
1961,Australia,M,Spearfishing,Unprovoked,N
1961,Australia,M,Swimming,Unprovoked,N
1961,Australia,F,Fishing from dinghy,Provoked,N
1961,Australia,M,Spearfishing,Unprovoked,N
1961,North Pacific Ocean,M,Free diving,Unprovoked,N
1961,South Africa,M,Fishing,Provoked,N
1961,Fiji,M,Floating on back,Unprovoked,N
1961,USA,M,Cleaning a tank,Provoked,N
1961,Australia,F,Standing,Unprovoked,N
1961,Jamaica,M,,Unprovoked,Y
1961,South Africa,M,"Spearfishing, shark grabbed his white t-shirt and towed him ",Unprovoked,N
1961,South Africa,M,Swimming,Unprovoked,Y
1961,Australia,M,Collecting crayfish,Unprovoked,N
1961,USA,M,,Invalid,N
1961,South Africa,Unkown,Fishing for kob,Boat,N
1961,South Africa,M,Swimming,Unprovoked,N
1961,Australia,M,Collecting aquarium specimens,Provoked,N
1961,South Africa,M,Standing,Unprovoked,N
1961,Atlantic Ocean,Unkown,Pacific Seafarer of US Navy,Sea Disaster,Y
1961,Australia,M,Fishing,Provoked,N
1961,Mozambique,M,Swimming,Unprovoked,N
1961,South Africa,M,Standing,Unprovoked,N
1961,South Africa,Unkown,,Invalid,Y
1961,Australia,Unkown,Ocean racing,Boat,N
1961,Australia,Unkown,Fishing for mackerel,Boat,N
1961,Columbia,M,Taking boat from California to Florida when it ran aground & he was swimming back to boat,Unprovoked,N
1961,New Caledonia,Unkown,Spearfishing,Unprovoked,N
1961,Senegal,M,Free diving for molluscs,Unprovoked,Y
1961,USA,Unkown,Light aircraft ditched at sea,Sea Disaster,Y
1960,USA,M,Swept out to sea while net fishing,Unprovoked,Y
1960,Australia,F,,Unprovoked, N
1960,South Africa,M,Swimming,Unprovoked,Y
1960,Australia,M,"Fishing, when line became snagged on rock & he dived into water to free it ",Unprovoked, N
1960,Australia,M,Fishing,Unprovoked,N
1960,Australia,M,Swimming,Unprovoked, N
1960,USA,F,"Fell overboard, prop slashed arm",Invalid,Y
1960,Australia,M,Chasing shark out of bathing area while riding on a surf-ski,Provoked, N
1960,Australia,M,"Spearfishing, speared fish retreated to cave where shark grabbed his arm",Unprovoked, N
1960,South Africa,Unkown,Hand lining for shad,Boat,N
1960,New Guinea,M,,Provoked, N
1960,Papua New Guinea,M,Fishing,Unprovoked,Y
1960,USA,M,Ejected from F3H-2 aircraft ,Sea Disaster,N
1960,South Africa,Unkown,Fishing for rock lobsters,Boat,N
1960,Australia,M,Fishing,Invalid, N
1960,Papua New Guinea,M,Collecting shells,Unprovoked, N
1960,Red Sea / Indian Ocean,M,Cargo ship El Gamil entroute Suez to Yemen (Aden) when her cargo shifted and she sank. 19 Egyption sailors jumped into the water and swam for several hours before being bitten by sharks,Sea Disaster,Y
1960,USA,M,Diving,Invalid,Y
1960,South Africa,Unkown,Fishing,Boat,N
1960,Johnston Island,M,"Free diving / photography, kneeling on sand",Invalid,N
1960,USA,M,Fishing inside net,Provoked,N
1960,Pacific Ocean,M,R5D aircraft went down with 29 on board,Sea Disaster,N
1960,Australia,Unkown,,Boat,N
1960,Marshall Islands,M,Free diving / Spearfishing,Invalid,N
1960,Marshall Islands,M,Free diving / Spearfishing,Invalid,N
1960,USA,M,Swimming 3 miles offshore,Unprovoked,N
1960,Senegal,Unkown,Air disaster: crash of Air France Super Constellation ,Sea Disaster,Y
1960,USA,M,Aircraft crashed into sea,Invalid,Y
1960,USA,M,Free diving,Unprovoked,N
1960,Papua New Guinea,M,Free-diving,Unprovoked,N
1960,USA,M,,Unprovoked,N
1960,USA,M,Standing in knee-deep water,Unprovoked,N
1960,Mozambique,Unkown,boat with 46 people on board capsized,Invalid,N
1960,USA,M,Holding shark on leader & dangling it above the water,Provoked,N
1960,England,M,Helping angler land a shark,Provoked,N
1960,USA,M,"Fishing, Struck by another shark when removing shark from line",Unprovoked,N
1960,USA,M,Swimming from camp,Unprovoked,Y
1960,Papua New Guinea,M,Spearfishing,Unprovoked,N
1960,USA,M,Pulling raft out to ride to shore,Unprovoked,N
1960,USA,M,"Fishing, tossing netted shark onboard",Provoked,N
1960,Papua New Guinea,M,Fishing,Unprovoked,N
1960,USA,M,Surf fishing,Provoked,N
1960,New Zealand,Unkown,Shark fishing,Provoked,N
1960,North Sea,M,Fishing,Provoked,N
1960,USA,M,Scuba diving,Unprovoked,N
1960,USA,M,"Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",Invalid,N
1960,Philippines,M,"Diving for shells, saw shark circling wife near the surface, intercepted shark & it pulled him beneath the water",Unprovoked,Y
1960,USA,M,Swimming,Unprovoked,N
1960,Panama,M,"Spearfishing, free diving, possibly ascended into path of cruising shark",Unprovoked,N
1960,Bermuda,M,Free diving but treading water at surface,Unprovoked,N
1960,USA,F,Swimming ,Unprovoked,N
1960,USA,Unkown,,Provoked,N
1960,Papua New Guinea,Unkown,,Unprovoked,Y
